date,time,record_info,cycles,load_kips,boundary_condition,data_filename,mts_filename,remarks,specimen_id,sheet_name,layup,specimen,s.no,Act,Sen,Freq
2011-07-06 00:00:00,15:15:00,0.0,0.0,0.0,Baseline,'L1S11_0_0.mat',nan,Baseline,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-06 00:00:00,15:25:00,2.0,0.0,0.0,clamped,'L1S11_0_2_1.mat',L1_S11_S00,"ch1: A 0deg, ch2: M 0deg, ch3: S 0deg",L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-06 00:00:00,15:33:00,1.0,0.0,0.502,loaded,'L1S11_0_1_1.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-06 00:00:00,15:35:00,1.0,0.0,1.002,loaded,'L1S11_0_1_2.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-06 00:00:00,15:40:00,1.0,0.0,1.501,loaded,'L1S11_0_1_3.mat',nan,overshot to 1.509,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-06 00:00:00,15:42:00,1.0,0.0,1.997,loaded,'L1S11_0_1_4.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-06 00:00:00,15:46:00,1.0,0.0,2.502,loaded,'L1S11_0_1_5.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-06 00:00:00,15:50:00,1.0,0.0,3.0,loaded,'L1S11_0_1_6.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-06 00:00:00,15:54:00,1.0,0.0,3.498,loaded,'L1S11_0_1_7.mat',nan,overshot to 3.510,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-06 00:00:00,15:57:00,1.0,0.0,4.007,loaded,'L1S11_0_1_8.mat',"L1_S11_S08_STRAIN_A,L1_S11_S08_STRAIN_M,L1_S11_S08_STRAIN_S",nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-06 00:00:00,16:31:00,2.0,0.0,-0.003,clamped,'L1S11_0_2_2.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-06 00:00:00,16:33:00,3.0,0.0,0.0,traction free,'L1S11_0_3_1.mat',nan,"4 cracks present, counted manually from Xray",L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,10:48:00,3.0,0.0,0.0,traction free,'L1S11_0_3_2.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,11:05:00,2.0,0.0,0.0,clamped,'L1S11_0_2_3.mat',L1_S11_S10,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,11:08:00,1.0,0.0,0.505,loaded,'L1S11_0_1_9.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,11:10:00,1.0,0.0,0.997,loaded,'L1S11_0_1_10.mat',nan,overshot to 1.012,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,11:13:00,1.0,0.0,1.502,loaded,'L1S11_0_1_11.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,11:15:00,1.0,0.0,2.0,loaded,'L1S11_0_1_12.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,11:17:00,1.0,0.0,2.504,loaded,'L1S11_0_1_13.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,11:20:00,1.0,0.0,2.998,loaded,'L1S11_0_1_14.mat',nan,overshot to 3.030,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,11:22:00,1.0,0.0,3.498,loaded,'L1S11_0_1_15.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,11:25:00,1.0,0.0,3.999,loaded,'L1S11_0_1_16.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,11:31:00,1.0,0.0,4.5,loaded,'L1S11_0_1_17.mat',nan,overshot to 4.534,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,11:34:00,1.0,0.0,5.004,loaded,'L1S11_0_1_18.mat',nan,"6 cracks observed (H), 1 crack observed (V)",L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,11:36:00,1.0,0.0,5.498,loaded,'L1S11_0_1_19.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,11:39:00,1.0,0.0,5.998,loaded,'L1S11_0_1_20.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,11:42:00,1.0,0.0,6.501,loaded,'L1S11_0_1_21.mat',nan,"14 cracks observed (H), 1 crack observed (V), delamination on 6-7",L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,11:44:00,1.0,0.0,7.004,loaded,'L1S11_0_1_22.mat',nan,"17 cracks observed (H), 1 crack observed (V), delamination on 6-7",L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,12:13:00,2.0,0.0,-0.001,clamped,'L1S11_0_2_4.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-07 00:00:00,12:15:00,3.0,1.0,0.0,traction free,'L1S11_1_3_1.mat',nan,"25 cracks observed (H), 1 crack observed (V), delamination on 6-7",L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-08 00:00:00,13:28:00,3.0,1.0,0.0,traction free,'L1S11_1_3_2.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-08 00:00:00,13:35:00,2.0,1.0,0.0,Clamped,'L1S11_1_2_1.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-08 00:00:00,13:40:00,1.0,1.0,3.997,loaded,'L1S11_1_1_1.mat',L1_S11_F00,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-08 00:00:00,13:44:00,1.0,10.0,3.991,loaded,'L1S11_10_1_1.mat',nan,about 25 cracks observed,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-08 00:00:00,14:06:00,2.0,10.0,0.002,clamped,'L1S11_10_2_1.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-08 00:00:00,14:07:00,3.0,10.0,0.0,Traction Free,'L1S11_10_3_1.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-11 00:00:00,09:09:00,3.0,10.0,0.0,Traction Free,'L1S11_10_3_2.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-11 00:00:00,09:19:00,2.0,10.0,-0.001,Clamped,'L1S11_10_2_2.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-11 00:00:00,09:23:00,1.0,10.0,3.999,Loaded,'L1S11_10_1_2.mat',L1_S11_F02,"ch1: A 0deg, ch2: M 0deg, ch3: S 0deg",L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-11 00:00:00,09:30:00,1.0,100.0,3.993,Loaded,'L1S11_100_1_1.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-11 00:00:00,09:57:00,2.0,100.0,0.0,Clamped,'L1S11_100_2_1.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-11 00:00:00,10:00:00,3.0,100.0,0.0,Traction Free,'L1S11_100_3_1.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-11 00:00:00,15:51:00,3.0,100.0,0.0,Traction Free,'L1S11_100_3_2.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-11 00:00:00,16:01:00,2.0,100.0,-0.001,clamped,'L1S11_100_2_2.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-11 00:00:00,16:07:00,1.0,100.0,3.998,Loaded,'L1S11_100_1_2.mat',L1_S11_F07,"ch1: A 0deg, ch2: M 0deg, ch3: S 0deg",L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-11 00:00:00,16:15:00,1.0,1000.0,4.008,Loaded,'L1S11_1000_1_1.mat',nan,"34 cracks (H), 1 crack (V), delamination growth",L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-11 00:00:00,16:53:00,2.0,1000.0,-0.004,clamped,'L1S11_1000_2_1.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-11 00:00:00,16:57:00,1.0,1000.0,0.0,Traction Free,'L1S11_1000_1_2.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-12 00:00:00,09:27:00,3.0,1000.0,0.0,Traction free,'L1S11_1000_3_1.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-12 00:00:00,09:38:00,2.0,1000.0,0.0,Clamped,'L1S11_1000_2_2.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-12 00:00:00,09:47:00,1.0,1000.0,4.0,Loaded,'L1S11_1000_1_3.mat',L1_S11_F09,"ch1: A 0deg, ch2: M 0deg, ch3: S 0deg",L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-12 00:00:00,10:17:00,1.0,10000.0,4.013,Loaded,'L1S11_10000_1_1.mat',nan,"50 cracks (H), 2 cracks (V), delamination growth",L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-12 00:00:00,10:43:00,2.0,10000.0,0.0,Clamped,'L1S11_10000_2_1.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-12 00:00:00,10:46:00,3.0,10000.0,0.0,Traction free,'L1S11_10000_3_1.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-12 00:00:00,16:15:00,3.0,10000.0,0.0,Traction free,'L1S11_10000_3_2.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-12 00:00:00,16:33:00,2.0,10000.0,-0.002,Clamped,'L1S11_10000_2_2.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-12 00:00:00,16:40:00,1.0,10000.0,4.004,Loaded,'L1S11_10000_1_2.mat',L1_S11_F11,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-12 00:00:00,17:18:00,1.0,20000.0,4.003,Loaded,'L1S11_20000_1_1.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
2011-07-12 00:00:00,17:52:00,2.0,20000.0,0.0,Clamped,'L1S11_20000_2_1.mat',nan,nan,L1_S11_F,Log_fatigue_testing,1,11,nan,nan,nan,nan
